Qui,URL,Année,Titre,Non-applicable,Appliquée,Déductible,Non-déductible,Commentaires,en,de,fr,ja,zh,pt,ar,ko,uk,es,pl,ru,cs,fi,th,syr,sv,nl,wbp,it,hr,hch,tr,ro,hi,ur,ha,he,vi,el,da,ms,ca,is,eu,sr,gl,cy,ast,et,bg,sl,hu,ta,fa,sa,id,cr,ctn,iu,mux,yuw,byx,st,roh,yua,la,kij,no,sk,af,sux,mk,te,mwf,zgh,ps,ks,bn,gu,ml,ga,lv
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/49_pdf.pdf,2006,"Does a Virtual Talking Face Generate Proper Multimodal Cues to Draw User’s  Attention to Points of Interest?",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/50_pdf.pdf,2006,"Skeleton Parsing in Chinese: Annotation Scheme and Guidelines ",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/52_pdf.pdf,2006,"Computer-aided summarisation – what the user really wants",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/54_pdf.pdf,2006,"Annotating the Predicate-Argument Structure of Chinese Nominalizations",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/55_pdf.pdf,2006,"A Self-Referring Quantitative Evaluation of the ATR Basic Travel Expression Corpus (BTEC)",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/59_pdf.pdf,2006,"HAREM: An Advanced NER Evaluation Contest for Portuguese",,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/60_pdf.pdf,2006,"Acceptance Testing of a Spoken Language Translation System",,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/64_pdf.pdf,2006,"Creating Tools for Morphological Analysis of Sumerian",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/66_pdf.pdf,2006,"FonDat1: A Speech Synthesis Corpus for Norwegian",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/67_pdf.pdf,2006,"A Computational Lexicon of Contemporary Hebrew",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/68_pdf.pdf,2006,"Development of the First LRs for Macedonian: Current Projects ",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/74_pdf.pdf,2006,"Example-Based Machine Translation Using a Dictionary of Word Pairs ",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/75_pdf.pdf,2006,"Terminological Resources Acquisition Tools:   Toward a User-oriented Evaluation Model",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/76_pdf.pdf,2006,"New tools for the encoding of lexical data extracted from corpus ",x,,,,"présente un logiciel multilingue mais qq exemples en anglais (précisé comme en anglais) présentés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/77_pdf.pdf,2006,"ProGmatica: a Prosodic and Pragmatic Database for European Portuguese ",,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/79_pdf.pdf,2006,"IQMT: A Framework for Automatic Machine Translation Evaluation",,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/80_pdf.pdf,2006,"Annotating Bridging Anaphors in Italian: in Search of Reliability. ",,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/81_pdf.pdf,2006,"TC-STAR: New language resources for ASR and SLT purposes ",,x,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/86_pdf.pdf,2006,"Constructing A Chinese Chat Language Corpus with   A Two-Stage Incremental Annotation Approach ",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/87_pdf.pdf,2006,"Searching for Language Resources on the Web: User Behaviour in the Open Language Archives Community",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/89_pdf.pdf,2006,"BULB: A Unified Lexical Browser",,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/91_pdf.pdf,2006,"Automatic Testing and Evaluation of Multilingual Language Technology Resources and Components",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/92_pdf.pdf,2006,"Spoken Russian in the Russian National Corpus (RNC) ",,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/93_pdf.pdf,2006,"Ontology-based Information Extraction with SOBA ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/94_pdf.pdf,2006,"ALEXANDRIA  A POWERFUL MULTILINGUAL RESOURCE FOR WEB",,x,,,,x,,x,x,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/96_pdf.pdf,2006,"BITT: A Corpus for Topic Tracking Evaluation on Multimodal Human-Robot-Interaction",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/97_pdf.pdf,2006,"Hand-crafted versus Machine-learned Inflectional Rules:  The Euroling-SiteSeeker Stemmer and CST's Lemmatiser ",,x,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/99_pdf.pdf,2006,"Improving coverage and parsing quality of a large-scale LFG for German",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/100_pdf.pdf,2006,"Non-probabilistic alignment of rare German and English nominal expressions",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2006/pdf/101_pdf.pdf,2006,"Automatic extraction of subcategorization frames for French",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/425_paper.pdf,2008,"Unsupervised Relation Extraction from Web Documents",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/45_paper.pdf,2008,"Combining Multiple Models for Speech Information Retrieval ",,x,,,,x,x,x,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/61_paper.pdf,2008,"Event Detection and Summarization in Weblogs with Temporal Collocations ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/67_paper.pdf,2008,"The Usage of Various Lexical Resources and Tools to   Improve the Performance of Web Search Engines ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/445_paper.pdf,2008,"The ACL Anthology Reference Corpus: A Reference Dataset for Bibliographic Research in Computational Linguistics",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/755_paper.pdf,2008,"The Linguistic Data Consortium Member Survey:   Purpose, Execution and Results ",,x,,,"en note de bas de page",x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/380_paper.pdf,2008,"Language-Sites: Accessing and Presenting Language Resources via Geographic Information Systems",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/317_paper.pdf,2008,"CLARIN: Common Language Resources and Technology Infrastructure",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/279_paper.pdf,2008,"Evaluating Dialogue Act Tagging with Naive and Expert Annotators",,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/290_paper.pdf,2008,"Validating the Quality of Full Morphological Annotation",,x,,,titre,x,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/537_paper.pdf,2008,"Evaluating a German Sketch Grammar: A Case Study on Noun Phrase Case",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/691_paper.pdf,2008,"Evaluating Complement-Modifier Distinctions in a Semantically Annotated Corpus",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/613_paper.pdf,2008,"The PIT Corpus Of German Multi-Party Dialogues",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/788_paper.pdf,2008,"Annotation and analysis of overlapping speech in political interviews",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/632_paper.pdf,2008,"Data Collection for the CHIL CLEAR 2007 Evaluation Campaign ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/815_paper.pdf,2008,"A Comparative Cross-Domain Study of the Occurrence of Laughter in Meeting and Seminar Corpora",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/106_paper.pdf,2008,"SpatialML: Annotation Scheme, Corpora, and Tools ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/229_paper.pdf,2008,"Building a Corpus of Temporal-Causal Structure",,,x,,"penn treebank, timebank, propbank",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/315_paper.pdf,2008,"Computational Models of Event Type Classification in Context",,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/817_paper.pdf,2008,"GMT to +2 or How Can TimeML Be Used in Romanian",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/7_paper.pdf,2008,"A General Methodology for Mapping EuroWordNets to the Suggested Upper Merged Ontology",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/8_paper.pdf,2008,"An Evaluation Resource for Geographic Information Retrieval  ",,x,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/10_paper.pdf,2008,"A Com pact Arabic Lexical Semantics Language Resource Based on    the Theory of Semantic Fields ",,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/11_paper.pdf,2008,"Benchmarking Textual Annotation Tools for the Semantic Web",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/13_paper.pdf,2008,"Introducing DRS (The Digital Replay System): A tool for the future of Corpus",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/15_paper.pdf,2008,"A Semantically Annotated Swedish Medical Corpus",,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/17_paper.pdf,2008,"LIRICS semantic role annotation: design and evaluation of a set of data categories",,x,,,,x,,,,,,,,,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/20_paper.pdf,2008,"Investigating the Structure of Procedural Texts for Answering How-to Questions",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/21_paper.pdf,2008,"Extended Named Entity Ontology with Attribute Information ",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/22_paper.pdf,2008,"Bilingual Text Classification using the IBM 1 Translation Model",,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/23_paper.pdf,2008,"An Inverted Index for Storing and Retrieving Grammatical Dependencies",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/24_paper.pdf,2008,"A Question Answering System for German. Experiments with Morphological Linguistic Resources",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/25_paper.pdf,2008,"The annotation guidelines of the  Latin Dependency Treebank and Index Thomisticus Treebank  The treatment of some specific syntactic constructions in Latin",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/26_paper.pdf,2008,"Structural Metadata Annotation of Speech Corpora: Comparing Broadcast News and Broadcast Conversations",,x,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/28_paper.pdf,2008,"The 2008 Oriental COCOSDA Book Project –   In Commemoration of the First Decade of Sustained Activities in Asia ",,x,,,,,,,x,x,,,x,,,,,,,x,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/30_paper.pdf,2008,"Process Model for Composing High-quality Text Corpora",,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/32_paper.pdf,2008,"Evaluation of Modules and Tools for Speech Synthesis  - The ECESS Framework -  ",,x,,,,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/35_paper.pdf,2008,"AnCora: Multilevel Annotated Corpora for Catalan and Spanish",,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/37_paper.pdf,2008,"Professor or screaming beast? Detecting Words Misuse in Chinese",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/38_paper.pdf,2008,"Ping-pong Document Clustering using NMF and Linkage-Based Refinement",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/39_paper.pdf,2008,"Creation of Learner Corpus and its Application to Speech Recognition  ",,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/42_paper.pdf,2008,"COLDIC, a Lexicographic Platform for LMF Compliant Lexica ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/43_paper.pdf,2008,"Representation of Atypical Entities in Ontologies  ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/44_paper.pdf,2008,"Automatic Identification of Temporal Information in Tourism Web Pages ",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/52_paper.pdf,2008,"MaltEval: An Evaluation and Visualization Tool for Dependency Parsing",,x,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/46_paper.pdf,2008,"A Dependency Parser for Thai",,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/48_paper.pdf,2008,"The AUTONOMATA Spoken Names Corpus ",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/49_paper.pdf,2008,"A Coreference Corpus and Resolution System for Dutch",,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/50_paper.pdf,2008,"Evaluation Metrics for Automatic Temporal Annotation of Texts",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2008/pdf/51_paper.pdf,2008,"Enriching GermaNet with verb-noun relations – a case study of lexical acquisition",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/13_Paper.pdf,2010,"Creating a Reusable English-Chinese Parallel Corpus   for Bilingual Dictionary Construction",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/14_Paper.pdf,2010,"FreeLing 2.1: Five years of open-source language processing tools",,x,,,,x,,,,,x,,,,x,,,,,,,,,,x,,,,,,,,,,,,,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/16_Paper.pdf,2010,"A General Method for Creating a Bilingual Transliteration Dictionary",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/17_Paper.pdf,2010,"Comment Extraction from Blog Posts and Its Applications to Opinion Mining ",,,,x,"(pas sûre des langues étudiées)",x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/18_Paper.pdf,2010,"FOLKER: An Annotation Tool For Efficient   Transcription Of Natural, Multi-Party Interaction",,x,,,"(précise que les ex sont traduits en anglais pour raisons pratiques)",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/20_Paper.pdf,2010,"An Annotated Dataset for Extracting Definitions and Hypernyms from the Web",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/21_Paper.pdf,2010,"Studying Word Sketches for Russian ",,x,,,titre,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,http://www.lrec-conf.org/proceedings/lrec2010/pdf/23_Paper.pdf,2010,"Using linear interpolation and weighted reordering hypotheses in the Moses system",,x,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
