Qui,URL,Année,Titre,Non-applicable,Appliquée,Déductible,Non-déductible,Commentaires,en,de,fr,ja,zh,pt,ar,ko,uk,es,pl,ru,cs,fi,th,syr,sv,nl,wbp,it,hr,hch,tr,ro,hi,ur,ha,he,vi,el,da,ms,ca,is,eu,sr,gl,cy,ast,et,bg,sl,hu,ta,fa,sa,id,cr,ctn,iu,mux,yuw,byx,st,roh,yua,la,kij,no,sk,af,sux,mk,te,mwf,zgh,ps,ks,bn,gu,ml,ga,lv
FD,https://aclanthology.org/L16-1038.pdf,2016,"OSMAN – A Novel Arabic Readability Metric",,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1039.pdf,2016,"Evaluating Interactive System Adaptation",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1040.pdf,2016,"Complementarity, F-score, and NLP Evaluation",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1041.pdf,2016,"DRANZIERA: An Evaluation Protocol For Multi-Domain Opinion Mining",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1042.pdf,2016,"Evaluating a Topic Modelling Approach to Measuring Corpus Similarity",,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1043.pdf,2016,"User, who art thou? User Profiling for Oral Corpus Platforms",,x,,,,x,x,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1044.pdf,2016,"Building a Corpus of Errors and Quality in Machine Translation: Experiments on Error Impact",,x,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1045.pdf,2016,"Evaluating the Readability of Text Simplification Output for Readers with Cognitive Disabilities",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1046.pdf,2016,"Word Embeddings Evaluation and Combination",,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1047.pdf,2016,"Benchmarking Multimedia Technologies with the CAMOMILE Platform: the Case of Multimodal Person Discovery at MediaEval 2015",,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1048.pdf,2016,"Evaluating the Impact of Light Post-Editing on Usability ",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1049.pdf,2016,"Operational Assessment of Keyword Search on Oral History",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L16-1050.pdf,2016,"Odin’s Runes: A Rule Language for Information Extraction",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1001.pdf,2018,"Augmenting Librispeech with French Translations: A Multimodal Corpus for Direct Speech Translation Evaluation",,x,,,titre,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1002.pdf,2018,"Evaluating Domain Adaptation for Machine Translation Across Scenarios",,x,,,,x,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1003.pdf,2018,"Upping the Ante: Towards a Better Benchmark for Chinese-to-English Machine Translation",,x,,,"titre + mots-clés",x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1004.pdf,2018,"eSCAPE: a Large-scale Synthetic Corpus for Automatic Post-Editing",,x,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1005.pdf,2018,"Evaluating Machine Translation Performance on Chinese Idioms with a Blacklist Method",,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1006.pdf,2018,"Network Features Based Co-hyponymy Detection",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1007.pdf,2018,"Cross-Lingual Generation and Evaluation of a Wide-Coverage Lexical Semantic Resource",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1008.pdf,2018,"Advances in Pre-Training Distributed Word Representations",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1009.pdf,2018,"Integrating Generative Lexicon Event Structures into VerbNet",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1010.pdf,2018,"FontLex: A Typographical Lexicon based on Affective Associations",x,,,,"ou non-appliquée car étude concentrée sur la police d'écriture mais corpus de mots anglais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1011.pdf,2018,"Multi-layer Annotation of the R. gveda",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1012.pdf,2018,"The Natural Stories Corpus",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1013.pdf,2018,"Semi-automatic Korean FrameNet Annotation over KAIST Treebank",,x,,,titre,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1014.pdf,2018,"Handling Normalization Issues for Part-of-Speech Tagging of Online Conversational Text",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1015.pdf,2018,"Multi-Dialect Arabic POS Tagging: A CRF Approach",,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1016.pdf,2018,"A Corpus for Modeling Word Importance in Spoken Dialogue Transcripts",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1017.pdf,2018,"Dialogue Structure Annotation for Multi-Floor Interaction",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1018.pdf,2018,"Effects of Gender Stereotypes on Trust and Likability in Spoken Human-Robot Interaction",,x,,,"ou non-applicable car la langue n'a sûrement pas beaucoup d'impact dans cette étude",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1019.pdf,2018,"A Multimodal Corpus for Mutual Gaze and Joint Attention in Multiparty Situated Interaction",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1020.pdf,2018,"Improving Dialogue Act Classification for Spontaneous Arabic Speech and  Instant Messages at Utterance Level",,x,,,titre,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1021.pdf,2018,"Data Management Plan (DMP) for Language Data under the New General Data  Protection Regulation (GDPR) ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1022.pdf,2018,"We Are Depleting Our Research Subject as We Are Investigating It: In Language Technology, more Replication and Diversity Are Needed",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1023.pdf,2018,"Lessons Learned: On the Challenges of Migrating a Research Data Repository from a Research Institution to a University Library",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1024.pdf,2018,"Introducing NIEUW:  Novel Incentives and Workflows for Eliciting Linguistic Data ",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1025.pdf,2018,"Three Dimensions of Reproducibility in Natural Language Processing",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1026.pdf,2018,"Content-Based Conflict of Interest Detection on Wikipedia",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1027.pdf,2018,"Word Affect Intensities",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1028.pdf,2018,"Representation Mapping: A Novel Approach to Generate High-Quality Multi-Lingual Emotion Lexicons",,x,,,,x,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1029.pdf,2018,"Unfolding the External Behavior and Inner Affective State of Teammates through Ensemble Learning: Experimental Evidence from a Dyadic Team Corpus",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1030.pdf,2018,"Understanding Emotions: A Dataset of Tweets to Study Interactions between Affect Categories",,x,,,,x,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1031.pdf,2018,"When ACE met KBP1: End-to-End Evaluation of Knowledge Base Population  with Component-level Annotation ",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1032.pdf,2018,"Simple Large-scale Relation Extraction from Unstructured Text",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1033.pdf,2018,"Joint Learning of Sense and Word Embeddings",,,,x,"ukWaC, SemCor ?",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1034.pdf,2018,"Comparing Pretrained Multilingual Word Embeddings on an Ontology Alignment Task",,x,,,,x,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1035.pdf,2018,"A Large Resource for Patterns of Verbal Paraphrases",,,x,,gigaword,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1036.pdf,2018,"Building Parallel Monolingual Gan Chinese Dialects Corpus",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1037.pdf,2018,"A Recorded Debating Dataset",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1038.pdf,2018,"Building a Corpus from Handwritten Picture Postcards: Transcription, Annotation and Part-of-Speech Tagging",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1039.pdf,2018,"A Lexical Tool for Academic Writing in Spanish based on Expert and Novice Corpora",,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1040.pdf,2018,"Framing Named Entity Linking Error Types",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1041.pdf,2018,"A FrameNet for Cancer Information in Clinical Narratives: Schema and Annotation",,,,x,"cancer framenet ?",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1042.pdf,2018,"A New Corpus to Support Text Mining for the Curation of Metabolites in the ChEBI Database",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1043.pdf,2018,"Parallel Corpora for the Biomedical Domain",,x,,,,x,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1044.pdf,2018,"Medical Entity Corpus with PICO Elements and Sentiment Analysis",,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1045.pdf,2018,"Word Embedding Approach for Synonym Extraction of Multi-Word Terms",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1046.pdf,2018,"A Large Automatically-Acquired All-Words List of Multiword Expressions Scored for Compositionality",,x,,,,x,x,,,,x,,,,x,,,x,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1047.pdf,2018,"A Hybrid Approach for Automatic Extraction of Bilingual Multiword  Expressions from Parallel Corpora",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1048.pdf,2018,"No more beating about the bush: A Step towards Idiom Handling for Indian Language NLP",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,x,x,x,,
FD,https://aclanthology.org/L18-1049.pdf,2018,"Sentence Level Temporality Detection using an Implicit Time-sensed Resource",,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/L18-1050.pdf,2018,"Comprehensive Annotation of Various Types of Temporal Information on the Time Axis",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.1.pdf,2020,"Neural Mention Detection",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.2.pdf,2020,"A Cluster Ranking Model for Full Anaphora Resolution",,x,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.3.pdf,2020,"Mandarinograd: A Chinese Collection of Winograd Schemas",,x,,,titre,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.4.pdf,2020,"On the Influence of Coreference Resolution on Word Embeddings in Lexical-semantic Evaluation Tasks",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.5.pdf,2020,"NoEl: An Annotated Corpus for Noun Ellipsis in English",,x,,,"titre (alors que pour de l'anglais, rare!)",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.6.pdf,2020,"A Dataset of Literary Coreference",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.7.pdf,2020,"GerDraCor-Coref: A Coreference Corpus for Dramatic Texts in German",,x,,,titre,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.8.pdf,2020,"A Study on Entity Resolution for Email Conversations",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.9.pdf,2020,"Model-based annotation of coreference",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.10.pdf,2020,"French coreference for spoken and written language",,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.11.pdf,2020,"Cross-lingual Zero Pronoun Resolution",,x,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.12.pdf,2020,"Exploiting Cross-Lingual Hints to Discover Event Pronouns",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.13.pdf,2020,"MuDoCo: Corpus for Multidomain Coreference Resolution and Referring Expression Generation",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.14.pdf,2020,"Affection Driven Neural Networks for Sentiment Analysis",,,x,,"AirRecord, IMDB, Twitter (ou non-applicable car peut-être pas dans lremap ?)",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.15.pdf,2020,"The Alice Datasets: fMRI & EEG Observations of Natural Language Comprehension",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.16.pdf,2020,"Modelling Narrative Elements in a Short Story: A Study on Annotation Schemes and Guidelines",,x,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.17.pdf,2020,"Cortical Speech Databases for Deciphering the Articulatory Code ",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.18.pdf,2020,"ZuCo 2.0: A Dataset of Physiological Recordings During Natural Reading and Annotation",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.19.pdf,2020,"Linguistic, Kinematic and Gaze Information in Task Descriptions The LKG-Corpus",,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.20.pdf,2020,"The ACQDIV Corpus Database and Aggregation Pipeline",,x,,,"précise variantes",x,,,x,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.21.pdf,2020,"Providing semantic knowledge to a set of pictograms for people with disabilities: a set of links between WordNet and Arasaac: Arasaac-WN",,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.22.pdf,2020,"Orthographic Codes and the Neighborhood Effect: Lessons from Information Theory",,x,,,"considère anglais britannique et américain comme 2 langues différentes",x,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.23.pdf,2020,"Understanding the Dynamics of Second Language Writing through Keystroke Logging and Complexity Contours",,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.24.pdf,2020,"Design of BCCWJ-EEG: Balanced Corpus with Human Electroencephalography",,x,,,,x,x,x,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.25.pdf,2020,"Using the RUPEX Multichannel Corpus in a Pilot fMRI Study on Speech  Disfluencies ",,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.26.pdf,2020,"Construction of an Evaluation Corpus for Grammatical Error Correction for Learners of Japanese as a Second Language",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.27.pdf,2020,"Effective Crowdsourcing of Multiple Tasks for Comprehensive Knowledge Extraction",,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.28.pdf,2020,"Developing a Corpus of Indirect Speech Act Schemas",,,,x,dailydialog?,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.29.pdf,2020,"Quality Estimation for Partially Subjective Classification Tasks via Crowdsourcing",,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.30.pdf,2020,"Crowdsourcing in the Development of a Multilingual FrameNet: A Case Study of Korean FrameNet",,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.31.pdf,2020,"Towards a Reliable and Robust Methodology for Crowd-Based Subjective Quality Assessment of Query-Based Extractive Text Summarization",,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.32.pdf,2020,"A Seed Corpus of Hindu Temples in India",,,,x,"même pas sûre",x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD,https://aclanthology.org/2020.lrec-1.33.pdf,2020,"Do You Believe It Happened? Assessing Chinese Readers’ Veridicality Judgments",,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
